text,domain,label,stratify_key
How do I escape a single quote in SQL Server?,cs_software,0,cs_software_0
"Describe the architectural considerations and exact sequence of operations required to implement distributed tracing using OpenTelemetry across a polyglot microservices architecture, specifically focusing on context propagation over asynchronous message queues like Kafka.",cs_software,1,cs_software_1
Proving Baire's theorem: The intersection of a sequence of dense open subsets of a complete metric space is nonempty,mathematics,1,mathematics_1
The current through an inductor with inductance L = 10^-3 henry is given as i_L (t) = 0.1 sin 10^6t. Find the voltage\nu_L(t) across this inductor.,engineering,0,engineering_0
Can I read the public SSH key of another user?,hpc,0,hpc_0
grep behaving differently in bash script than in interactive shell,hpc,0,hpc_0
The ridge of bone that runs along the top of the skull in Australopithecus robustus is called a:,history_culture,0,history_culture_0
Is there a use-case for singletons with database access in PHP?,cs_software,1,cs_software_1
How did the implementation of the Single Whip Law in the Ming Dynasty structurally connect the Columbian Exchange's silver influx to Chinese agrarian taxation?,history_culture,1,history_culture_1
How do internalist and externalist theories of epistemic justification differ in resolving the Agrippan trilemma?,philosophy_ethics,1,philosophy_ethics_1
Prevalence of chronic conditions among Medicare Part A beneficiaries in 2008 and 2010: are Medicare beneficiaries getting sicker?,life_sciences,1,life_sciences_1
How to cross a column in a matrix!,mathematics,0,mathematics_0
These store goods for moderate to long periods:,social_sciences,0,social_sciences_0
What was the political significance of the Investiture Controversy between the Holy Roman Emperor and the Papacy?,history_culture,1,history_culture_1
The government measures inflation using the,social_sciences,0,social_sciences_0
Why is oral history methodology both indispensable and epistemologically contested when reconstructing subaltern experiences of colonialism?,history_culture,1,history_culture_1
Evaluate the security implications of utilizing WebAssembly (Wasm) linear memory models when isolating untrusted multi-tenant workloads in serverless edge environments.,cs_software,1,cs_software_1
The Supreme Court's decision in Miranda v. Arizona was based mainly on the,social_sciences,0,social_sciences_0
"How does the PID controller's integral term theoretically eliminate steady-state error in industrial control systems, and what causes integral windup?",engineering,1,engineering_1
"If E = 5 volts/meter is the amplitude of an incident plane wave which is reflected at normal incidence from a boundary surface and E_1 is the amplitude of the reflected wave, find: (a) Under what conditions is there a pure standing wave? (b) The standing wave ratio when E_1 = 1/10 volt/meter. (c) The value ofE_maxandE_minwhen E_1 = 3/5 volt/meter.",engineering,0,engineering_0
Does gestational age misclassification explain the difference in birthweights for Australian aborigines and whites?,life_sciences,1,life_sciences_1
"Consider a 1 in. outer diameter cylinder which is 6 ft long with an average wall temperature of 140°F. If the cylinder is used for condensing steam at 7psia, determine the unit-surfaceconductancesof the cylinder in both the horizontal and vertical positions.",engineering,1,engineering_1
"How is the magnitude of scalar J-coupling in NMR spectroscopy physically transmitted through chemical bonds, and why does it remain independent of the applied external magnetic field?",physics_chemistry,1,physics_chemistry_1
"An Olympiad problem in prime numbers :can we proof that ""n"" is prime in this case """,mathematics,1,mathematics_1
What causes distributed deadlocks when mixing MPI_Isend and MPI_Irecv if the corresponding MPI_Wait calls are improperly ordered in a non-deterministic communication graph?,hpc,1,hpc_1
"Joseph Priestly discovered oxygen gas by the decomposition of solid mercury(II) oxide, HgO, to oxygen gas, O2, and liquid mercury metal, Hg. How many moles of oxygen gas will form when 4.32 g of solid mercury(II) oxide decomposes? The formula mass of mercury(II) oxide is 216 g mol^-1.",physics_chemistry,0,physics_chemistry_0
Vasocongestion is a process of :,social_sciences,0,social_sciences_0
Cartoon movie where the main character had a robotic arm,engineering,0,engineering_0
The major difference between cartilage and bone is that cartilage,life_sciences,0,life_sciences_0
How to search a value in all tables in a database in sql server,cs_software,0,cs_software_0
Where can I learn more about neural network optimization?,statistics_ml,0,statistics_ml_0
Could you explain the law of conservation of energy and give a practical everyday example of potential turning into kinetic energy?,physics_chemistry,0,physics_chemistry_0
express tan(x) as a power series using maclauran's theorem.,mathematics,0,mathematics_0
"There are N_0 = 10^25 uranium-238 nuclei in a sample. (a) What is the number of uranium nuclei remaining in the sample after 10^8 years if the decay rate per nucleus, \lambda, is 5 × 10\Elzbar18sec\Elzbar1? (b) What is the half-life of uranium?",physics_chemistry,0,physics_chemistry_0
How to use a transistor to pull a pin low?,engineering,0,engineering_0
Viruses are considered an exception to the cell theory because they,life_sciences,0,life_sciences_0
How does Nozick answer the criticism of his historical entitlement theory that if the distribution of goods in society is unjust those at the bottom always lose?,philosophy_ethics,1,philosophy_ethics_1
What are the limitations of the Amdahl-aware Karp-Flatt metric when evaluating the scalability of highly parallel graph partitioning algorithms?,hpc,1,hpc_1
"The philosophic insistence on providing a logos for the world and our experience of it might itself rely ultimately on adopting a certain mythos, insofar as:",philosophy_ethics,1,philosophy_ethics_1
To what degree does earning a pure math PhD in dynamical systems limit my career options outside of academia,mathematics,1,mathematics_1
Discuss the geopolitical constraints that forced the Byzantine Empire to increasingly rely on Pronoia land grants for military recruitment during the Komnenian restoration.,history_culture,1,history_culture_1
Evaluate the phase margin and gain margin requirements for ensuring the closed-loop stability of a buck-boost DC-DC converter utilizing peak current-mode control.,engineering,1,engineering_1
"Why does my circuit work on a breadboard, but not on a perfboard? I am new to soldering",engineering,0,engineering_0
"What is the name of the most famous dharmashastras, which probably dates from around the first century?",history_culture,0,history_culture_0
Python - Add a key (string) in a numpy array filled with float,hpc,0,hpc_0
Why if the torque equals zero measured from one point in space it equals zero measured from any other point?,hpc,1,hpc_1
How does the Jahn-Teller theorem predict the geometric distortion of non-linear molecular complexes with orbitally degenerate ground states?,physics_chemistry,1,physics_chemistry_1
Is torque as fundamental a concept as force?,hpc,1,hpc_1
"Creating a keyboard with a microcontroller, do I need an input pin for each key?",engineering,0,engineering_0
Why does SQL Server use a better execution plan when I inline the variable?,cs_software,1,cs_software_1
"What were the core ideological tenets formulated at the 1955 Bandung Conference, and how did they establish the economic foundation of the Non-Aligned Movement during the Cold War?",history_culture,1,history_culture_1
Using old version of numpy even with a newer version installed,hpc,0,hpc_0
Evaluate the impact of the printing press on the democratization of legal texts and the erosion of common law monopolies in early modern Europe.,history_culture,1,history_culture_1
"Determining how a product can be useful, identifying the target price, finding a place to sell the product, and deciding how to promote it best exemplifies using",history_culture,0,history_culture_0
Evaluate the functional consequences of missense mutations in the voltage-gated sodium channel gene SCN1A on the refractory period of action potentials in epileptic encephalopathy.,life_sciences,1,life_sciences_1
The global lingua franca is,history_culture,0,history_culture_0
How to include python script inside a bash script,hpc,0,hpc_0
Do antibiotics decrease post-tonsillectomy morbidity?,life_sciences,0,life_sciences_0
How do you find the median and mean of a simple set of numerical data?,mathematics,0,mathematics_0
What is the purpose of using a confusion matrix to evaluate the performance of a binary classification model?,statistics_ml,0,statistics_ml_0
How would I implement the quantum oracle in Deutsch's algorithm?,physics_chemistry,0,physics_chemistry_0
Extra tables are added when I create a new Database,cs_software,0,cs_software_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went into debt to pay for my night gambling in Nevada. Scenario 2 | I took out the gun so that I could clean it.",philosophy_ethics,0,philosophy_ethics_0
How to declare a multi dimensional array in Verilog?,engineering,0,engineering_0
"How does the Chinese Room argument address the symbol grounding problem in artificial intelligence, and what are the limitations of the 'Systems Reply'?",philosophy_ethics,1,philosophy_ethics_1
What is the relationship between Westphalian sovereignty and humanitarian intervention?,social_sciences,1,social_sciences_1
Is it possible to get non-significant post hoc test in a significant ANOVA test while the unpair t-tests are significant?,statistics_ml,1,statistics_ml_1
How is Galois theory fundamentally used to mathematically prove the formal unsolvability of general quintic equations by radicals?,mathematics,1,mathematics_1
Which of the factors below contributed significantly to the revival of natural law in the 20th century?,philosophy_ethics,0,philosophy_ethics_0
"Given that the joint density function of X and Y is f(x, y) = 6x^2ywhere 0 < x < 1 and 0 < y < 1, = 0elsewhere, find Pr[0 < x < (3/4), (1/3) < y < 2].",engineering,0,engineering_0
Using Binomial Theorem to find the value of $ ^nC_0^2 - ^nC_1^2 + ^nC_2^2 - ^nC_3^2... + (-1)^n . ^nC_n ^2 $,mathematics,0,mathematics_0
QR algorithm implementation for eigensystem - where is error,cs_software,1,cs_software_1
"Bale Co. incurred $100,000 of acquisition costs related to the purchase of the net assets of Dixon Co. The $100,000 should be",history_culture,0,history_culture_0
How do conflicting elite and peasant primary sources about enclosure movements force historians to reconstruct whose version of agricultural capitalism is more credible?,history_culture,1,history_culture_1
Evaluate the pharmacokinetics of zero-order versus first-order drug elimination and mathematically describe why high concentrations of ethanol follow Michaelis-Menten saturation kinetics.,life_sciences,1,life_sciences_1
Does the aggressive use of polyvalent antivenin for rattlesnake bites result in serious acute side effects?,life_sciences,0,life_sciences_0
Discuss the physical origins of the Jahn-Teller distortion in high-spin octahedral manganese(III) coordination complexes and its effect on d-orbital degeneracy.,physics_chemistry,1,physics_chemistry_1
Evaluate the thermodynamic work and entropy differences between a reversible isothermal expansion and a reversible adiabatic expansion in an ideal gas.,physics_chemistry,1,physics_chemistry_1
"In an immigrant family, serious conflict between the mother and an adolescent child will most likely be due to",social_sciences,0,social_sciences_0
How to fix an unexpected quote in sql update,cs_software,0,cs_software_0
Explain the exact proteolytic mechanism by which botulinum toxin cleaves SNARE proteins to irreversibly block acetylcholine exocytosis at the neuromuscular junction.,life_sciences,1,life_sciences_1
A gene C mutates to c with a frequency of 2 × 10^-6 per generation. There are no other forces acting on these alleles and mating is random. How many generations are needed to increase the frequency of gene c from 2 percent to 3 percent?,life_sciences,0,life_sciences_0
"How did Joseph Schumpeter build his theory of the business cycle, and of growth, from the idea of embodied techno- logical progress?",social_sciences,1,social_sciences_1
Proving orthogonality of vectors in a complex vector space,mathematics,1,mathematics_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My sister said not to wear her jersey, but I did anyway. Scenario 2 | I poured my daughter her a bowl of grits and told her to eat it.",philosophy_ethics,0,philosophy_ethics_0
Analyze John Searle's Biological Naturalism as a formal refutation of both strict Cartesian substance dualism and strong artificial intelligence computationalism.,philosophy_ethics,1,philosophy_ethics_1
Where did jazz great Sun Ra claim he was born?,history_culture,0,history_culture_0
Point charges q1=50μC and  q2=−25μC are placed 1.0 m apart. What is the force on a third charge q3=20μC placed midway between q1 and q2?,physics_chemistry,0,physics_chemistry_0
"When two scientific workflows compete for the same Lustre OSTs under QoS isolation, how do you schedule their I/O phases to prevent throughput collapse?",hpc,1,hpc_1
Calculate the minimum concentration of Br- ion necessary to bring about precipitation of AgBr from a solution in which the concentra-tion of Ag+ ion is 1 × 10-^5 mole per liter. K_sp for AgBr = 4 × 10-^13 .,physics_chemistry,0,physics_chemistry_0
How to change upload destination from public to private when there are uploaded files in database?,cs_software,0,cs_software_0
Why do electromagnetic waves become weaker with distance?,physics_chemistry,0,physics_chemistry_0
"How to put a full stop at the bottom, not mid-line, after an aligned matrix?",mathematics,0,mathematics_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I yanked the toddler by the arm when he started to walk toward the traffic. Scenario 2 | I need to take a break to relax.",philosophy_ethics,0,philosophy_ethics_0
How can I write an sql query for the following scenario?,cs_software,0,cs_software_0
"How many electrons, neutrons, and protons are in an atom of 52Cr?",physics_chemistry,0,physics_chemistry_0
"The expression to signify any assumption which conceals of affects to conceal the fact that a rule of law has undergone alteration, its letter being unchanged, its operation being modified is :",philosophy_ethics,0,philosophy_ethics_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spent the rent money at the hospital. Scenario 2 | I turned my music up loud while my dad napped.",philosophy_ethics,0,philosophy_ethics_0
What are the metaphysical implications of modal realism as proposed by David Lewis regarding the existence of possible worlds?,philosophy_ethics,1,philosophy_ethics_1
Software for drawing LaTeX flowcharts and control system diagrams,engineering,0,engineering_0
When did the first Jaina temples appear?,history_culture,0,history_culture_0
"If a CUDA kernel exhibits 90% shared memory bank conflicts but replacing with L2 caching doubles register pressure causing spills, how do you determine the optimal trade-off point?",hpc,1,hpc_1
Explain the mathematical formulation of Langevin dynamics in the reverse-time generation phase of score-based diffusion models.,statistics_ml,1,statistics_ml_1
Why can't we give photon mass in vacuum?,physics_chemistry,0,physics_chemistry_0
Define kinetic energy.,physics_chemistry,0,physics_chemistry_0
Is it coherent to assign non-zero moral weight to an entity whose phenomenal consciousness is permanently unverifiable from any third-person perspective?,philosophy_ethics,1,philosophy_ethics_1
Triacylglycerides consist of I. A ribose backbone II. a glycerol backbone III. three phosphodiester linkages IV. three ester linkages,life_sciences,0,life_sciences_0
"As of 2013, share of people in the Ethiopia who think political parties are corrupt is",history_culture,0,history_culture_0
Solve the equation −17.02 = −2.3y. Check your answer.,mathematics,0,mathematics_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",philosophy_ethics,0,philosophy_ethics_0
"Suppose we have a bond that sells for $1,000. The annual interest paid is $80. However, the monetary authorities have predicted that the gen-eral price level will increase next year by 5 percent. Given these facts, compute the; a)nominalinterest rate.b)realinterest rate.",social_sciences,0,social_sciences_0
How to copy a tetrahedron tree structure to CUDA device memory?,hpc,1,hpc_1
Show null database when use SQLiteDataBase in android,cs_software,0,cs_software_0
Discuss the structural socioeconomic factors driving the phenomenon of 'urban sprawl' and analyze its long-term impact on the fiscal solvency of municipal governments and the decay of inner-city infrastructure.,social_sciences,1,social_sciences_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I thanked my child for taking out the trash Scenario 2 | I wanted my friend who is a policeman to turn on the TV so I called his number to contact him.",philosophy_ethics,0,philosophy_ethics_0
One of the effects of the east–west orientation of the Alpine mountain system and the northern plains of western and central Europe is that it,history_culture,0,history_culture_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made sure to inform my diabetic granny the cake contained extra sugar before she could eat a slice. Scenario 2 | I wanted to buy a doll so I broke open my brother's piggy bank.",philosophy_ethics,0,philosophy_ethics_0
"How did the economic policies of the Song Dynasty, specifically the widespread issuance of Jiaozi fiat currency, trigger runaway hyperinflation prior to the Mongol conquest?",history_culture,1,history_culture_1
R - Data frame to matrix for 2-dimensional values?,mathematics,0,mathematics_0
How does the Laplace transform differ from standard Riemann integration when analyzing transient responses in linear time-invariant differential equations?,mathematics,1,mathematics_1
Prove that the sum of the reciprocal of primes diverges using Euler's product formula.,mathematics,1,mathematics_1
The skulls of the earliest migrants to the New World do not match those of modern Native Americans. This suggests that:,history_culture,0,history_culture_0
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,history_culture,1,history_culture_1
With what probability does nuclear fusion occur at energies far below the Coulomb barrier?,physics_chemistry,0,physics_chemistry_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I gave the hungry dog lots of kibble when I got home. Scenario 2 | I kept the princess in the dungeon of the castle.",philosophy_ethics,0,philosophy_ethics_0
Has anyone successfully installed CUDA 5.5 on Ubuntu 13.10 64-bit?,hpc,0,hpc_0
What happens during the 'incubation period'?,life_sciences,0,life_sciences_0
Is there a difference between the $R^2$ statistic of a linear regression and pearson correlation?,statistics_ml,0,statistics_ml_0
"How do you calculate the residue of a complex function exhibiting an essential singularity, and why does Picard's Great Theorem characterize its behavior near this point?",mathematics,1,mathematics_1
How do I escape `@` letter from SQL password in connection URI,cs_software,0,cs_software_0
What were the core ideological disagreements between the Girondins and the Jacobins regarding the necessity of a bourgeois-democratic revolution as a precursor to socialism?,history_culture,1,history_culture_1
How do conflicting Greek and Persian primary sources on Marathon force us to reconsider the battle's strategic rather than civilizational significance?,history_culture,1,history_culture_1
Analyze Jürgen Habermas's theory of 'communicative action' and its requirements for achieving uncoerced consensus in a rational public sphere.,philosophy_ethics,1,philosophy_ethics_1
"Why, specifically, does this binary Fibonacci algorithm have an exponential runtime complexity?",cs_software,1,cs_software_1
Detail the null hypothesis of the Augmented Dickey-Fuller (ADF) test and why establishing stationarity is a strict prerequisite for fitting an ARIMA model.,statistics_ml,1,statistics_ml_1
Prove an identity for the continuous integral solution of the conservation law,mathematics,1,mathematics_1
Explain how the violation of Bell's inequalities demonstrates that quantum mechanics cannot be described by any local hidden-variable theory.,physics_chemistry,1,physics_chemistry_1
What is food security?,life_sciences,0,life_sciences_0
Getting pixel value of GDAL raster under OGR point without NumPy?,hpc,0,hpc_0
How to run local shell script on remote server via SSH?,hpc,0,hpc_0
What is the difference between classical thermodynamics and statistical mechanics?,physics_chemistry,0,physics_chemistry_0
Evaluate the vulnerability of convolutional neural networks to adversarial examples crafted using the Fast Gradient Sign Method (FGSM) and the efficacy of adversarial training defenses.,statistics_ml,1,statistics_ml_1
Discuss the theological and political nuances of the Iconoclast Controversy in the Byzantine Empire during the 8th and 9th centuries.,history_culture,1,history_culture_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I made sure to hand the scissors to my prettier cousin with the blade pointed toward her. Scenario 2 | I set the whole national park's valley on fire.",philosophy_ethics,0,philosophy_ethics_0
Can I pass column name as input parameter in SQL stored Procedure,cs_software,0,cs_software_0
Archival strategy for a table with 25 million records in SQL Server 2008 R2 Enterprise,cs_software,1,cs_software_1
Evaluate the damping characteristics and resonance mitigation of tuned mass dampers in ultra-tall skyscrapers subjected to extreme seismic shear waves.,engineering,1,engineering_1
Which of these is not necessary when examining the jugular venous pulse?,life_sciences,0,life_sciences_0
(a )A transmission line consists of two No. 0 copper wires and is 5 miles long. How much power is wasted in the line when 75 amperes are flowing? (b) How many calories of heat per hour are developed in an electric heater which takes 7.5 amperes at 110 volts pressure?,engineering,0,engineering_0
"How do you mathematically model the worst-case time complexity of a recursive descent parser heavily reliant on backtracking, and how does memoization transform it into a packrat parser?",cs_software,1,cs_software_1
In what ways did the Black Death reshape European labor markets and social hierarchies in ways that accelerated the decline of feudalism?,history_culture,1,history_culture_1
Which muscles are normally active during quiet inspiration?,life_sciences,0,life_sciences_0
The plates of a parallel-plate capacitor are separated by a dielectric whose relative permittivity varies continuously with thickness as follows \epsilon_r= [1 / {1 - {x^2 / (3d^2)}}] Compute the capacitance.,engineering,1,engineering_1
Water flows at a rate of 2.5 m^3 \textbullet s^-1 over a waterfall of height 15 m. What is the maximum difference in tem-perature between the water at the top and at the bottom of the waterfall and what usable power is going to waste? The density of water is 10^3 kg \textbullet m^-3 and its specific heat capacity is 10^3 cal \textbullet kg^-1 \textbullet C deg^-1.,physics_chemistry,0,physics_chemistry_0
Bash Script To Remove RAW Files Which Don't Have A Corresponding JPEG File,hpc,1,hpc_1
"What is the physical mechanism underlying the Leidenfrost effect, and how does the transition from film boiling to nucleate boiling drastically alter the heat transfer coefficient?",engineering,1,engineering_1
"For a scientific workflow requiring strict reproducibility across restarts, how do you design floating-point determinism guarantees in a hybrid OpenMP/MPI reduction when thread scheduling is non-deterministic?",hpc,1,hpc_1
Convert the Fourier series f(t) = ^+\infty\sum_k=-\infty {(1) / (1 +jk)}e^jkt to trigonometric form.,engineering,1,engineering_1
Failed IUD insertions in community practice: an under-recognized problem?,life_sciences,1,life_sciences_1
"An investment project costing $500 today will generate profits of $500 in year five and year ten. If the discount rate is 10%, what is the project’s NPV?",history_culture,0,history_culture_0
What was the explicit political and psychological function of the gladiatorial games (munera) in reinforcing Roman imperial ideology and strict social hierarchy during the Principate?,history_culture,1,history_culture_1
"Given two correlations in a 3 by 3 correlation matrix, what are allowed values for the third correlation?",mathematics,1,mathematics_1
"Calculate the diameter of a clean iron pipe of length 10,000 ft., through which oil is flowing at 8.93cfs. The head lossin the pipe is 75 ft lb/lb. Assumev = 0.0001 ft^2/s and\epsilon = 0.00015 ft.",engineering,1,engineering_1
"What are the exact thermodynamic conditions required for the formation of a supercritical fluid, and how do its solvating properties differ from a dense gas?",physics_chemistry,1,physics_chemistry_1
"According to researchers Darley and Latanne, bystander intervention decreases when a large number of people witness a crime. What social psychology concept could best explain this phenomenon?",social_sciences,0,social_sciences_0
Evaluate the strict assumptions required for Ordinary Least Squares (OLS) regression to yield Best Linear Unbiased Estimators (BLUE) according to the Gauss-Markov theorem in the presence of multicollinearity.,statistics_ml,1,statistics_ml_1
When do we use a multivariate regression?,statistics_ml,0,statistics_ml_0
Evaluate the ethical complexities of implementing autonomous weapons systems guided by algorithmic decision-making frameworks within the constraints of just war theory.,philosophy_ethics,1,philosophy_ethics_1
"Evaluate the kinetic mechanisms of a Ziegler-Natta catalyzed olefin metathesis reaction, focusing on the role of the metallacyclobutane intermediate.",physics_chemistry,1,physics_chemistry_1
Matrix Group induction proof and order of elements question,mathematics,0,mathematics_0
Improvements in survival of gynaecological cancer in the Anglia region of England: are these an effect of centralisation of care and use of multidisciplinary management?,life_sciences,1,life_sciences_1
"To decrease hostility between groups of junior high school students, you would be best advised to:",social_sciences,0,social_sciences_0
What's so 'moment' about 'moments' of a probability distribution?,statistics_ml,0,statistics_ml_0
Why do historians disagree about whether the Industrial Revolution represented a sharp rupture or a gradual continuity with proto-industrial trends?,history_culture,1,history_culture_1
db class: how can I avoid sql injection?,cs_software,0,cs_software_0
Find the best approximation for the surface temperature of the Sun:,physics_chemistry,0,physics_chemistry_0
Statement 1| RoBERTa pretrains on a corpus that is approximate 10x larger than the corpus BERT pretrained on. Statement 2| ResNeXts in 2018 usually used tanh activation functions.,statistics_ml,0,statistics_ml_0
"If an iron nucleus split in two, its fission fragments would have",engineering,0,engineering_0
How to change the default database connection in CodeIgniter from a controller?,cs_software,0,cs_software_0
Must the derivative be continuous if the function is differentiable?,mathematics,0,mathematics_0
"A ruby laser is aimed in free space at a target 10,000 Km away. If the laser beam initially is 14 mm in diameter, how large in diameter will the beam be when it hits the target? (\lambda = 694.3 nm)",physics_chemistry,0,physics_chemistry_0
Does sex influence the response to intravenous thrombolysis in ischemic stroke?,life_sciences,1,life_sciences_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I swung the golf club as I walked out onto the golf course. Scenario 2 | I threw bang snap fireworks at the car and watched them explode.",philosophy_ethics,0,philosophy_ethics_0
How did the translation of indigenous oral traditions into alphabetical script by Spanish friars systematically alter the historical record of the Nahua peoples?,history_culture,1,history_culture_1
Austin has been described as a 'naive empiricist.' Why?,philosophy_ethics,0,philosophy_ethics_0
Evaluate the non-linear aerodynamic damping characteristics of a helicopter rotor blade undergoing stall flutter.,engineering,1,engineering_1
"According to ""working theory,"" what is the step that occurs between an individual gaining information and changing behavior?",social_sciences,0,social_sciences_0
Describe how the Completely Fair Scheduler (CFS) resolves thread starvation using the min_vruntime variable in its red-black tree implementation.,cs_software,1,cs_software_1
Tonsillar tissue is commonly found,life_sciences,0,life_sciences_0
Find a cosine series which represents f(x) in 0 \leq x \leq \pi if f(x) is defined as f(x) = 00 \leq x < (\pi / 2) f(x) = 1(\pi / 2) < x \leq \pi.,engineering,1,engineering_1
Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,life_sciences,1,life_sciences_1
The number of solutions to an $n^{th}$ order differential equation.,mathematics,0,mathematics_0
Demonstrate a rigorous application of Zorn's Lemma to prove that every non-zero commutative ring with identity contains at least one maximal ideal.,mathematics,1,mathematics_1
Does ossification of the posterior longitudinal ligament affect the neurological outcome after traumatic cervical cord injury?,life_sciences,1,life_sciences_1
What contributes to societies becoming more complex?,history_culture,1,history_culture_1
A copper coil has a resistance of 100 ohms at 20°C. What is its resistance at 50°C if the temperature coefficient of resistivity for copper is 0.0038 ohm per ohm per degree centigrade?,physics_chemistry,0,physics_chemistry_0
How do I solve this tricky definite integral ?!,mathematics,0,mathematics_0
How can I get the result of ls into a variable in bash Script?,hpc,0,hpc_0
"What are the necessary conditions for a distributed system to satisfy the CAP theorem's consistency and partition tolerance, while sacrificing availability?",cs_software,1,cs_software_1
Explain the physical mechanism of stimulated emission in a four-level laser system and how it mathematically overcomes the population inversion bottleneck inherent in a three-level system.,physics_chemistry,1,physics_chemistry_1
Making a logic circuit with only NAND GATES?,engineering,0,engineering_0
Does coronary angiography before emergency aortic surgery affect in-hospital mortality?,life_sciences,1,life_sciences_1
Which of these features suggest that a crackling sound is more likely due to a pleural friction rub than crackles?,life_sciences,0,life_sciences_0
Explain how React's Fiber architecture enables interruptible rendering and priority-based updates.,cs_software,1,cs_software_1
Does driving an microcontroller's GPIO when it is powered off weaken the chip?,engineering,0,engineering_0
How to calculate confidence interval for autocorrelation- and cross correlation functions?,statistics_ml,1,statistics_ml_1
How did the diffusion of Buddhism along Silk Road networks produce distinct syncretic traditions that tell us about cultural contact dynamics?,history_culture,1,history_culture_1
Why isn't causal inference a simple specialized regression problem?,statistics_ml,1,statistics_ml_1
"Using the Euler-Maclaurin summation formula ^\infty \sum_n=a f(n) = _a\int^\infty f(x)dx + (1/2) f(a) - (1 / 12)f'(a) + {1 / (720)} f""'(a) + ..., evaluate the rotational partition function at high temperatures.",engineering,1,engineering_1
Will my HEX file fit in my microcontroller?,engineering,0,engineering_0
"If reference is causally fixed, how can we meaningfully theorize about entities whose causal chains are epistemically inaccessible?",philosophy_ethics,1,philosophy_ethics_1
Why is gravity viewed as a curvature of spacetime and not the electromagnetic force?,physics_chemistry,1,physics_chemistry_1
We are interested in the proportion p of people who are unemployed in a large city. Eight percent of a simple random sample of 500 people are unemployed. What is the midpoint for a 95% confidence interval estimate of p?,statistics_ml,0,statistics_ml_0
Problem occured when install numpy for python3.4 on ubuntu,hpc,0,hpc_0
What is the architectural purpose of utilizing a burst buffer tier consisting of NVMe SSDs to shield the parallel file system from checkpointing I/O spikes?,hpc,1,hpc_1
The principle of proportionality requires that,philosophy_ethics,0,philosophy_ethics_0
Discuss the formulation of the Gauss-Bonnet theorem and how it intrinsically connects the local Gaussian curvature of a Riemannian manifold to its global Euler characteristic.,mathematics,1,mathematics_1
How do I find the Logistic Distribution for a Logit Regression in R,statistics_ml,0,statistics_ml_0
The Rhine River is an example of which type of boundary?,history_culture,0,history_culture_0
What is the sociological significance of Mark Granovetter's 'strength of weak ties' hypothesis regarding upward mobility and information diffusion in specialized labor markets?,social_sciences,1,social_sciences_1
Vinnie wishes to sell an item that cost him $18.20 at a 40% markup based on the selling price. What is his selling price?,social_sciences,0,social_sciences_0
Analyze the algorithmic differences in packet flow and congestion window scaling between the TCP BBR and TCP CUBIC congestion control algorithms.,cs_software,1,cs_software_1
Looking for Cantor's original proof of the Cantor-Bernstein theorem that relies on the axiom of choice?,mathematics,1,mathematics_1
"How did the complex, decentralized tributary relationships of the Majapahit Empire actively facilitate its maritime commercial dominance over the Indonesian archipelago in the 14th century?",history_culture,1,history_culture_1
How does the implementation of virtual DOM diffing algorithms in reactive frameworks reconcile state mutations without triggering exponential reflows?,cs_software,1,cs_software_1
Thin laminations are used in a machine in order to reduce,engineering,0,engineering_0
Analyze the impact of non-uniform memory access (NUMA) domains on the performance of OpenMP parallel regions with dynamic scheduling.,hpc,1,hpc_1
Evaluate the Lotka-Volterra competition model and theoretically derive the conditions required for the competitive exclusion principle to drive one species to local extinction.,life_sciences,1,life_sciences_1
Understanding how many biases are there in a neural network?,statistics_ml,0,statistics_ml_0
"In the fetus, the ductus arteriosus passes blood from the",life_sciences,0,life_sciences_0
How the find the mod n if ab = 1 mod n? Need Help with RSA cryptography questions.,cs_software,0,cs_software_0
